_id,permit_number,s_name,s_address,city,z_code,p_fee,pa_license_no,contractor_name,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,status,latitude,longitude
7253884,PAA160288,CARMALT PRE K-8 PPS SCHOOL,1550 BREINING ST,PITTSBURGH,15226,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",BOILER BREECHING/PACKING;TANK BREECHING IN BOILER ROOM AND PIPE/FITTINGS/DEBRIS IN CRAWL SPACE 155,4909,t,2016-06-21,2016-08-30,JOE YAKUBISIN,t,f,2016-08-30,PAA,COMPLETE,40.387788,-80.006823
7253885,PAA160371,PARKWAY CENTER OFFICE COMPLEX BUILDING 2,875  GREENTREE RD,GREEN TREE,15220,350,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE ON LOWER LEVEL CORRIDOR,740,t,2016-08-12,2016-08-16,JOE YAKUBISIN,t,f,2016-08-16,PAA,COMPLETE,40.424517,-80.041743
7253886,PAA160387,CAREER CONNECTIONS - CHARTER SCHOOL,4412  BUTLER ST,PITTSBURGH,15201,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",PIPE INSULATION/FLUE PIPE IN BASEMENT;VAPOR BARRIER ON 2ND/3RD FLOORS AND FLOOR TILE/MASTIC ON 1ST/2ND FLOORS,1875,t,2016-08-19,2016-12-31,JOE YAKUBISIN,t,f,2016-12-31,PAA,COMPLETE,40.469534192,-79.961515053
7253887,PAA160451,WEST PENN HOSPITAL,4815  LIBERTY AVE,PITTSBURGH,15224,350,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE/MASTIC AND LAB TOPS IN SUITE 253 MELLON PAVILION,943,t,2016-10-10,2016-12-31,JOE YAKUBISIN,t,f,2016-12-31,PAA,COMPLETE,40.460562,-79.946469
7253888,PAA160469,CAREER CONNECTIONS,4412  BUTLER ST,PITTSBURGH,15201,150,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE ON 3RD FLOOR ANNEX CLASSROOMS/STAIR LANDING AND 2ND FLOOR ANNEX STAIR LANDING/HALLWAY,1850,t,2016-10-10,2016-12-31,JOE YAKUBISIN,t,f,2016-12-31,PAA,COMPLETE,40.469534192,-79.961515053
7253889,PAA160495,US STEEL ET WORK - HYDRAULIC BUILDING,1300 BRADDOCK AVE,BRADDOCK,15104,350,904,AVALOTIS CORPORATION,TRANSITE ROOF,700,t,2016-11-10,2017-11-10,JOE YAKUBISIN,t,f,2017-11-10,PAA,COMPLETE,40.396401,-79.8544485
7253890,PAA160496,US STEEL ET WORK - RIGGING BUILDING,1300 BRADDOCK AVE,BRADDOCK,15104,350,904,AVALOTIS CORPORATION,TRANSITE ROOF,500,t,2016-11-10,2017-11-10,JOE YAKUBISIN,t,f,2017-11-10,PAA,COMPLETE,40.396401,-79.8544485
7253891,PAA160521,FIRST NATIONAL BANK,559  GRANT ST,PITTSBURGH,15219,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE/MASTIC IN LOBBY OF BANK,2000,t,2016-11-30,2016-12-31,JOE YAKUBISIN,t,f,2016-12-31,PAA,COMPLETE,40.440717,-79.9962975
7253892,PAA160551,CARLOW UNIVERSITY EARLY LEARNING CENTER,3333  5TH AVE,PITTSBURGH,15213,350,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE/MASTIC AND CARPET,800,t,2016-12-19,2016-12-31,JOE YAKUBISIN,t,f,2016-12-31,PAA,COMPLETE,40.439286,-79.9634115
7253893,PAA170021,TWO GATEWAY CENTER,603 STANWIX ST,PITTSBURGH,15222,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",O&M PLAN,,t,2017-01-01,2017-12-31,JOE YAKUBISIN,t,f,2017-12-31,PAA,COMPLETE,40.442229,-80.0045865
7253894,PAA170022,DUQUESNE CLUB,325  6TH AVE,PITTSBURGH,15222,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",O&M PLAN,,t,2017-01-01,2017-12-31,JOE YAKUBISIN,t,f,2017-12-31,PAA,COMPLETE,40.44213,-79.998471
7253895,PAA170052,US STEEL CLAIRTON WORKS,400 STATE ST,CLAIRTON,15025,450,904,AVALOTIS CORPORATION,ROOFING,400,t,2017-01-19,2018-01-17,JOE YAKUBISIN,t,f,2018-01-17,PAA,COMPLETE,40.293999,-79.8743115
7253896,PAA170057,FIRST NATIONAL BANK,559  GRANT ST,PITTSBURGH,15219,200,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE/MASTIC IN REAR VESTIBULE/JANITORS CLOSET,66,t,2017-01-16,2017-01-18,JOE YAKUBISIN,t,f,2017-01-18,PAA,COMPLETE,40.440717,-79.9962975
7253897,PAA170079,AHN WEST PENN HOSPITAL,4800 FRIENDSHIP AVE,PITTSBURGH,15224,850,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",O&M PLAN,,t,2017-01-01,2017-12-31,JOE YAKUBISIN,t,f,2017-12-31,PAA,COMPLETE,40.462128,-79.9462575
7253898,PAA170110,GIANT EAGLE,4110  BRIGHTON RD,PITTSBURGH,15212,450,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",TILE/MASTIC IN 5 AISLES,880,t,2017-02-16,2017-03-31,JOE YAKUBISIN,t,f,2017-03-31,PAA,COMPLETE,40.489173,-80.0441685
7253899,PAA130409,GIANT EAGLE,5990 UNIVERSITY BLVD.,MOON TOWNSHIP,15108,350,934,"SPECIALIZED INDUSTRIES, INC.",ROOFING,203,t,2013-09-03,2014-09-03,JOE YAKUBISIN,t,f,2014-09-03,PAA,COMPLETE,40.521555,-80.219277
7253900,PAA150255,CARLOW UNIVERSITY - ANTONIAN HALL,3333 5TH AVE,PITTSBURGH,15213,350,934,"SPECIALIZED INDUSTRIES, INC.",ROOF FLASHING,308,t,2015-06-04,2015-07-31,DON HORGAN,t,f,2015-07-31,PAA,COMPLETE,40.439286,-79.9634115
7253901,PAA150394,CMU - HAMBURG HALL,4800 FORBES AVE.,PITTSBURGH,15213,650,934,"SPECIALIZED INDUSTRIES, INC.",ROOF FLASHING AND ROOF PLIES,2300,t,2015-08-03,2015-10-28,JOE YAKUBISIN,t,f,2015-08-17,PAA,COMPLETE,40.444299,-79.9455555
7253902,PAA160399,UNIVERISITY OF PITTSBURGH IROQUOIS BUILDING,3600  FORBES AVE,PITTSBURGH,15213,650,934,"SPECIALIZED INDUSTRIES, INC.",ROOFING,2600,t,2016-09-05,2016-12-28,JOE YAKUBISIN,t,f,2016-10-28,PAA,COMPLETE,40.440267,-79.95744
7253903,PAA160444,ALLEGHENY GENERAL HOSPITAL,320 E NORTH AVE,PITTSBURGH,15212,650,934,"SPECIALIZED INDUSTRIES, INC.",ROOF FLASHING,1500,t,2016-10-05,2016-12-30,JOE YAKUBISIN,t,f,2016-12-30,PAA,COMPLETE,40.457061,-80.0036955
7253904,PAA180195,APARTMENTS,7332  RACE ST,PITTSBURGH,15208,200,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REMOVE FLOOR TILE FROM 2ND FLOOR BEDROOM,196,f,2018-03-10,2018-03-14,JOE YAKUBISIN,t,f,2018-03-14,PAA,COMPLETE,40.457754,-79.891785
7253905,PAA180230,CHILDREN'S MUSEUM ROOF,10 CHILDRENS WAY,PITTSBURGH,15212,850,934,"SPECIALIZED INDUSTRIES, INC.",REMOVE FLASHING FROM PERIMETER & PENETRATIONS OF BUILT-UP ROOF AREAS A; B;& H ONLY,700,t,2018-04-15,2018-06-08,JOE YAKUBISIN,t,f,2018-06-08,PAA,COMPLETE,40.452588,-80.0069715
7253906,PAA180421,PARKWAY WEST CAREER AND TECHNOLOGY CTR,7101 STEUBENVILLE PIKE,OAKDALE,15071,400,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REMOVE MASTIC FROM ANNEX 2NDFLOOR HALLWAY CLASSROOMS,3100,f,2018-07-03,2018-07-27,JOE YAKUBISIN,t,f,2018-07-27,PAA,COMPLETE,40.442859,-80.1775845
7253907,PAA190240,STEINBERGER FLOORING,1622  WASHINGTON ST,CARNEGIE,15106,1250,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REMOVE TRANSITE & TAR PAPER FROM EXTERIOR WALLS,4000,f,2019-05-06,2019-05-30,JOE YAKUBISIN,t,f,2019-05-30,PAA,COMPLETE,40.398072943,-80.0843985779999
7253908,PAA190297,MIRACLE MILE SHOPPING CENTER (OLD HALLMARK),4100 WILLIAM PENN HWY,MONROEVILLE,15146,1250,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REMOVE FLOOR TILE AND MASTIC FROM STOREFRONT FLOOR,8700,f,2019-05-24,2019-06-30,JOE YAKUBISIN,t,f,2019-06-30,PAA,COMPLETE,40.437261,-79.768809
7253909,PAA190676,PPG C-WING,400  COLLEGE PARK DR,MONROEVILLE,15146,450,934,"SPECIALIZED INDUSTRIES, INC.",REMOVE ROOF FLASHING FROM MAIN ROOF AIR HANDLER VENTS; COOLING TOWER CURBS & REAR WALL,505,t,2020-06-24,2020-10-07,JOE YAKUBISIN,t,t,2019-12-06,PAA,COMPLETE,40.449069,-79.7347935
7253910,PAA190790,NEXUS REAL ESTATE,2740  VOELKEL AVE,PITTSBURGH,15216,450,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REMOVE PLASTER CEILING IN BASEMENT,400,t,2019-12-23,2020-01-31,MARC ITKIN,t,f,2020-01-31,PAA,COMPLETE,40.39974,-80.035092
7253911,PAA200193,VIKI CHRISTOPOULOS,3136  MAIN ST,MUNHALL,15120,450,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REMOVE FLOOR TILE AND MASTIC THROUGHOUT 1ST FLOOR,830,f,2020-04-06,2020-05-31,JOE YAKUBISIN,t,f,2020-05-31,PAA,COMPLETE,40.38831,-79.901991
7253912,PAA200197,PARKWAY WEST CAREER  & TECH CENTER,7101 STEUBENVILLE PIKE,OAKDALE,15071,1250,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REMOVE FLOOR TILE AND MASTIC FROM AUTO MECHANIC CLASSROOM/OFFICE STORAGE AND POPCORN CEILING FROM CONFERENCE ROOM AND HALLWAY,2230,f,2020-04-12,2020-12-31,JOE YAKUBISIN,t,f,2020-12-31,PAA,COMPLETE,40.442859,-80.1775845
7253913,PAA200540,PINE CREEK SEWAGE TREATMENT PLANT - 2160 WILDWOOD ROAD,,PINE,15044,200,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REMOVE TRANSITE PANELS AND MASTIC DOTS IN PUMP ROOM,203,t,2020-11-06,2021-11-05,JOE YAKUBISIN,t,f,2021-11-05,PAA,COMPLETE,40.611801051,-79.948816902
7253914,PAA204060,THE WATSON INSTITUTE (SEARS HOUSE),301  CAMP MEETING RD,SEWICKLEY,15143,450,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REMOVE WHITE/YELLOOW FLOORING ON FIRST FLOOR IN KITCHEN; EMPLOYEE DINING ROOM AND BATHROOM AND PIPE IN CRAWL SPACE AND PIPE CHASE,340,f,2020-01-27,2020-12-31,JOE YAKUBISIN,t,f,2020-05-29,PAA,COMPLETE,40.573584,-80.2049085
7253915,PAA204071,THE WATSON INSTITUTE - ENCOMPASS HEALTH BUILDING,301  CAMP MEETING RD,SEWICKLEY,15143,1850,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REMOVE ADHESIVE/MASTIC UNDE R4TH FL CARPETING; FLASHING FROM ROOF #2; FLASHING & TAR FROM MIDDLE REAR ROOF #3; WHITE/GRAY-MAG/AIRCEL FROM 1ST-4TH FL CRAWLSPACE; FLOORING/MASTIC 1ST FL OLDER PART OF BLDG & WHITE TSI MAG FROM PIPE CHASING,10933,f,2020-02-06,2020-12-31,JOE YAKUBISIN,t,f,2020-06-29,PAA,COMPLETE,40.573584,-80.2049085
7253916,PAA210151,3E RENOVATIONS,1210 E CARSON ST,PITTSBURGH,15203,850,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REMOVE FLOOR TILE AND LINOLEUM THROUGHT 1ST FLOOR AND BOILDER INSULATION IN BASEMENT,1316,t,2021-04-05,2021-12-25,JOE YAKUBISIN,t,f,2021-12-25,PAA,COMPLETE,40.428585,-79.985934
7253917,PAA170317,STANDARD FORGE - AXLE REHEAT FURNACE,75 NICHOL AVE,MCKEES ROCKS,15136,450,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVAL OR FURNACE REFRACTORY ON THE AXLE REHEAT FURNACE ROOF,806,t,2017-06-17,2017-07-30,JOE YAKUBISIN,t,f,2017-07-30,PAA,COMPLETE,40.476447,-80.06076
7253918,PAA170387,WEST PENN HOSPITAL,4800 FRIENDSHIP AVE,PITTSBURGH,15224,850,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE MASTIC ON ASBESTOS DECKINN & PIPE INSULATION ON 1N WING,4545,t,2017-07-17,2017-08-31,JOE YAKUBISIN,t,f,2017-08-31,PAA,COMPLETE,40.462128,-79.9462575
7253919,PAA170443,USS CLAIRTON - RIVER PUMP HOUSE,400 STATE ST,CLAIRTON,15025,850,904,AVALOTIS CORPORATION,REMOVE GALLBESTOS FROM ROOM,12000,f,2017-08-24,2018-08-24,JOE YAKUBISIN,t,f,2018-08-24,PAA,COMPLETE,40.293999,-79.8743115
7253920,PAA170631,VACANT HOUSE,781 ROUTE 910,CHESWICK,15024,850,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE ROOF SHINGLE FROM MAIN ROOF,1060,f,2017-11-30,2017-12-03,SHANNON SANDBERG,t,f,2017-12-03,PAA,COMPLETE,40.554243,-79.8499575
7253921,PAA170636,US STEEL CLAIRTON FLUSHING LIQUOR PUMP HOUSE ROOF,400 STATE ST,CLAIRTON,15025,200,904,AVALOTIS CORPORATION,REMOVE GALBESTOS FROM ROOF,300,f,2017-12-05,2018-12-05,JOE YAKUBISIN,t,f,2018-12-05,PAA,COMPLETE,40.293999,-79.8743115
7253922,PAA170675,WEST PENN HOSPITAL - 1N WING,4800 FRIENDSHIP AVE,PITTSBURGH,15224,850,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE ACM RED POURED FLOOR DECKING & ACM MASTIC ON RED ACM DECKING,4700,t,2017-12-15,2018-03-28,JOE YAKUBISIN,t,f,2018-03-28,PAA,COMPLETE,40.462128,-79.9462575
7253923,PAA180015,AHN - WEST PENN HOSPITAL & SCHOOL OF NURSING,4800 FRIENDSHIP AVE,PITTSBURGH,15224,850,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE MISCELLANEOUS & THERMAL SYSTEM INSULATION THROUGHOUT & SURFACING IN WEST BUILDING,320,t,2018-01-02,2018-12-31,SHANNON SANDBERG,t,f,2018-12-31,PAA,COMPLETE,40.462128,-79.9462575
7253924,PAA180138,FORMER REFRACTORY BUILDING-40TH & WILLOW STREETS,,PITTSBURGH,15201,850,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE GALBESTOS SIDING SHEETING FROM NORTH SIDE OF STRUCTURE,3500,f,2018-02-16,2018-04-30,JOE YAKUBISIN,t,f,2018-04-30,PAA,COMPLETE,40.4787016650001,-79.953984452
7253925,PAA180165,THE DUQUESNE CLUB - 2018 O&M PERMIT,325  6TH AVE,PITTSBURGH,15222,850,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE PIPE INSULATION; DUCT INSULATION; & PLASTER AS REQUIRED,160,t,2018-01-01,2018-12-31,JOE YAKUBISIN,t,f,2018-12-31,PAA,COMPLETE,40.44213,-79.998471
7253926,PAA210245,MARK HALL - 57 NOBLE AVENUE,,PITTSBURGH,15202,1250,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REMOVE REMOVE TRANSITE PANELS ON CEILING BOTTOM AND GARAGE TOP,4657,t,2021-04-28,2021-12-20,JOE YAKUBISIN,t,f,2021-12-20,PAA,COMPLETE,40.4970331280001,-80.057334495
7253927,PAA210397,BROADHEAD RD DEV LLC,128  BOGGS AVE,MOON,15108,200,935,SUPERIOR ENVIRONMENTAL CONTRACTING,SOIL BETWEEN 128 AND 134 BOGGS AVENUE,160,t,2021-07-09,2021-08-31,JOE YAKUBISIN,t,f,2021-08-31,PAA,COMPLETE,40.553334,-80.250534
7253928,PAA210409,COSTELLO MANAGEMENT LLC,200  AMBER ST,PITTSBURGH,15206,1550,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REOMVE EXTERIOR WINDOW CAULKING; 1ST & 2ND FLOOR FLOOR TILE; BOILER ROOM PIPE AND SOLARIUM MASTIC,5414,f,2021-07-30,2022-04-30,JOE YAKUBISIN,t,f,2021-12-29,PAA,COMPLETE,40.461912,-79.9309035
7253929,PAA214370,PEAK CONSTRUCTION CORPORATION,579 MOON CLINTON RD,MOON,15108,1250,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REMOVE TRANSITE ROOF; BASEMENT FLOOR TILE MASTIC AND WINDOW CAULKING,2878,f,2021-07-05,2021-12-29,JOE YAKUBISIN,t,f,2021-12-29,PAA,COMPLETE,40.509368868,-80.237190448
7253930,PAA214371,PEAK CONSTRUCTION SHED - MOON CLINTON ROAD,,MOON,15108,850,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REMOVE GALBESTOS ROOF PANELS,1200,f,2021-07-05,2021-12-29,JOE YAKUBISIN,t,f,2021-12-29,PAA,COMPLETE,40.4910598450001,-80.184567682
7253931,PAA214512,OLD FOREST GROVE ELEMENTARY SCHOOL,1 FOREST GROVE RD,CORAOPOLIS,15108,1850,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REMOVE CEILING PLASTERIN ROOMS 223; 223A; 223B; 225; 225A & 225B; SHEET FLOORING THROUGHOUT; AND SPRAY FIREPROOFING; INSULATION & PIPE INSULATION & FITTINGS FROM BOILER ROOM,48720,f,2021-10-11,2022-02-25,JOE YAKUBISIN,t,f,2021-12-31,PAA,COMPLETE,40.490604621,-80.1352282519999
7253932,PAA214578,CHAR WEST,52  BALDWICK RD,CRAFTON,15205,350,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REMOVE BASEMENT & RISER DUCTS INSULATION PAPER,250,t,2021-11-09,2021-12-03,JOE YAKUBISIN,t,f,2021-12-03,PAA,COMPLETE,40.428738,-80.0639235
7253933,UND190242,NEXUS REAL ESTSTE,2730  BROADWAY AVE,PITTSBURGH,15216,0,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REMOVE BASEMENT AEROCELL/PIPE,126,t,2019-12-23,2020-01-31,JOE YAKUBISIN,t,f,2020-01-31,UND,COMPLETE,40.399488,-80.0340975
7253934,UND200018,PENNSYLVANIA TURNPIKE COMMISSION,1537  NEW ENGLAND RD,WEST MIFFLIN,15122,0,935,SUPERIOR ENVIRONMENTAL CONTRACTING,REMOVE BASEMENT DUCT PAPER AND 1ST FLOOR OFF WHITE PAPER,26,f,2020-02-02,2020-02-29,ELIZABETH LETURGEY,t,f,2020-02-29,UND,COMPLETE,40.3354682510001,-79.935872191
7253935,PAA180350,PINE RICHLAND MIDDLE SCHOOL,700 WARRENDALE RD,PINE,15044,850,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE FLOOR TILE/MASITC IN AUDITORIUM,2900,t,2017-07-27,2018-07-10,JOE YAKUBISIN,t,f,2018-07-10,PAA,COMPLETE,40.659237,-80.017164
7253936,PAA180352,COMPASS SELF STORAGE #251 - 6921 FIFTH AVENUE,,PITTSBURGH,15208,850,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE ROOFING & ROOF FLASHING FROM THE NORTHEAST ROOF PORTION,10550,t,2018-06-04,2018-07-30,DON HORGAN,t,f,2018-07-30,PAA,COMPLETE,40.450008129,-79.895337431
7253937,PAA180426,FORMER SCHOOL BUILDING,7330  MCCLURE AVE,SWISSVALE,15218,450,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE FLOOR TILE FROM FORMER FURNACE ROOMS ON 1ST; 2ND; & 3RD FLOORS & FLOOR TILE/MASTIC FROM FORMER BASEMENT LAUNDRY ROOM,543,f,2018-07-13,2018-08-08,JOE YAKUBISIN,t,f,2018-08-08,PAA,COMPLETE,40.4222909260001,-79.891721769
7253938,PAA180434,HOLY TRINITY SCHOOL,5720  STEUBENVILLE PIKE,MCKEES ROCKS,15136,450,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE FLOOR TILE/MASTIC IN 1ST FLOOR HALLWAY OUTSIDE OF THE RESTROMS/FACULTY RESTROOM,400,t,2018-07-17,2018-07-31,JOE YAKUBISIN,t,f,2018-07-31,PAA,COMPLETE,40.452309,-80.136324
7253939,PAA180443,US STEEL CLAIRTON - TELEPHONE EXCHANGE BLDG,400 STATE ST,CLAIRTON,15025,450,904,AVALOTIS CORPORATION,REMOVE TRNSITE FROM ROOF,9000,f,2018-07-24,2019-07-24,JOE YAKUBISIN,t,f,2019-07-24,PAA,COMPLETE,40.293999,-79.8743115
7253940,PAA180449,NORTH ALLEGHENY INTERMEDIATE HIGH SCHOOL,350 CUMBERLAND RD,PITTSBURGH,15237,850,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE FLOOR TILE & MASTIC FROM CLASSROOM 311 ON FIRST FLOOR,1200,t,2018-07-25,2018-08-31,JOE YAKUBISIN,t,f,2018-08-31,PAA,COMPLETE,40.570785,-80.0314695
7253941,PAA180452,PARKWAY CENTER OFFICE COMPLEX - 3RD FLOOR,875 GREENTREE RD BLDG 4,PITTSBURGH,15220,850,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE FLOOR TILE 3RD FLOOR OFFICE SPACE,10000,t,2018-07-30,2018-09-30,JOE YAKUBISIN,t,f,2018-09-30,PAA,COMPLETE,40.426704,-80.040312
7253942,PAA180502,SISTERS OF ST. FRANCIS - DAYCARE BUILDING,146 HAWTHORNE RD,MILLVALE,15209,200,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE PIPE INSULATION FROM CRAWLSPACE TUNNEL,250,f,2018-08-28,2018-09-28,JOE YAKUBISIN,t,f,2018-09-28,PAA,COMPLETE,40.492737,-79.970616
7253943,PAA180522,CARLOW UNIVERSITY - ST. JOSEPH HALL,3333  5TH AVE,PITTSBURGH,15213,308,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE PIPE INSULATION FROM LEVELS 2 & 3 WALL PIPE CHASES,78,t,2018-08-23,2018-09-30,JOE YAKUBISIN,t,f,2018-09-30,PAA,COMPLETE,40.439286,-79.9634115
7253944,PAA180535,"""US STEEL CLAIRTON 22"""" MILL""",400 STATE ST,CLAIRTON,15025,850,904,AVALOTIS CORPORATION,REMOVE GALBESTOS FROM ROOF,10000,t,2018-09-13,2019-09-13,JOE YAKUBISIN,t,f,2019-09-13,PAA,COMPLETE,40.293999,-79.8743115
7253945,PAA180541,GIANT EAGLE #65 - BELLEVUE,4110  BRIGHTON RD,PITTSBURGH,15212,850,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE FLOOR TILE AND MASTIC FROM RETAIL AREA PERIMETER OF STORE AND IN THREE ADDITIONAL AISLEWAYS,6000,t,2018-09-18,2018-11-30,JOE YAKUBISIN,t,f,2018-11-30,PAA,COMPLETE,40.489173,-80.0441685
7253946,PAA190048,PARKWAY CENTER OFFICE COMPLEX - BLDG 2,875  GREENTREE RD,PITTSBURGH,15220,850,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE FLOOR TILE ON FIRST FLOOR,6000,t,2019-01-21,2019-02-04,JOE YAKUBISIN,t,f,2019-02-04,PAA,COMPLETE,40.424517,-80.041743
7253947,PAA190052,US STEEL CLAIRTON #1 WHARF NORTH BUILDING,400 STATE ST,CLAIRTON,15025,850,904,AVALOTIS CORPORATION,REMOVE TRANSITE FROM WALLS AND ROOF,1200,f,2019-01-21,2020-01-20,JOE YAKUBISIN,t,f,2020-01-20,PAA,COMPLETE,40.293999,-79.8743115
7253948,PAA190082,POINT PARK UNIVERSITY - OAKLAND PLAYHOUSE,222  CRAFT AVE,PITTSBURGH,15213,1850,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",SEE ATTACHED,32430,f,2019-02-08,2019-05-31,JOE YAKUBISIN,t,t,2019-05-31,PAA,COMPLETE,40.436379,-79.9625745
7253949,PAA190090,HGR PROPERTIES,7803  MCKNIGHT RD,PITTSBURGH,15237,1550,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE FLOOR TILE FROM UPPER REAR SHOWROOM AND FLOORTILE/MASTIC FROM LOWER FRONT SHOWROOM,4740,f,2019-02-15,2019-03-15,JOE YAKUBISIN,t,f,2019-03-15,PAA,COMPLETE,40.547736,-80.0186265
7253950,PAA190250,WOODLAND HILLS HIGH SCHOOL,2550 GREENSBURG PIKE,PITTSBURGH,15221,800,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE PIPE FITTING INSULATION FROM 1ST/2ND FL LOCKER ROOMS & 2ND FLOOR STORAGE ROOMS; SWIMMING POOL MECHANICAL ROOM CEILING PLASTER; FLOOR TILE & MASTIC FROM 2ND FLOOR SMALL RESTROOM AND OFFICE; & TAR COARING FROM 1SAT/2ND FLOOR LOCKER ROOMS,2229,t,2019-05-01,2019-12-31,JOE YAKUBISIN,t,f,2019-12-31,PAA,COMPLETE,40.436343,-79.856307
7253951,PAA190273,NORTHLAND HEIGHTS SENIOR LIVING FACILITY,4859  MCKNIGHT RD,PITTSBURGH,15237,450,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE STRUCTURAL FIREPROOFING IN THE NORTH AND SOUTH STAIRWELLS,400,t,2019-05-16,2019-06-30,JOE YAKUBISIN,t,f,2019-06-30,PAA,COMPLETE,40.527873,-80.010045
7253952,PAA190388,MT. VERNON ELEMENTARY SCHOOL - 2400 GREENOCK BUENA VISTA,,ELIZABETH TOWNSHIP,15037,850,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE SEMINAR ROOM FLOOR TILE/MASTIC AND FLOOR TILE/MASTIC FROM LIBRARY AND LIBRARY OFFICE,1860,t,2019-06-21,2019-08-16,JOE YAKUBISIN,t,t,2019-07-19,PAA,COMPLETE,40.271639651,-79.822942745
7253953,PAA190436,US STEEL CLAIRTON WORKS - CN STATION ROOF,400 STATE ST,CLAIRTON,15025,1250,904,AVALOTIS CORPORATION,REMOVE BUILT UP ROOFING MATERIAL,2100,f,2019-07-11,2020-07-22,JOE YAKUBISIN,t,f,2020-07-22,PAA,COMPLETE,40.293999,-79.8743115
7253954,PAA190489,PARKWAY CENTER OFFICE COMPLEX BLDG,875  GREENTREE RD,PITTSBURGH,15220,1250,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE FLOOR TILE AND MASTIC FROM THE 2ND FLOOR,2600,t,2019-07-26,2019-08-30,JOE YAKUBISIN,t,f,2019-08-30,PAA,COMPLETE,40.424517,-80.041743
7253955,PAA190517,WEST PENN HOSPITAL - EAST TOWER,4800 FRIENDSHIP AVE,PITTSBURGH,15224,450,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE E3 FLOUROSCOPY FLOOR TILE AND MASTIC,540,t,2019-08-01,2019-08-30,JOE YAKUBISIN,t,f,2019-08-30,PAA,COMPLETE,40.462128,-79.9462575
